Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Broad money growth (annual %),FM.LBL.BMNY.ZG,Angola,AGO,24.3007654229535,-9.32234729744459,-1.41316825286512,37.764907420284,4.96340198499645
Broad money growth (annual %),FM.LBL.BMNY.ZG,Argentina,ARG,66.3310972790224,51.2817217703227,87.6857878752438,158.549054781381,123.094878601098
Broad money growth (annual %),FM.LBL.BMNY.ZG,Azerbaijan,AZE,1.10683160695424,18.7105801361921,23.6048521799271,5.25050348254569,3.1535055521086
Broad money growth (annual %),FM.LBL.BMNY.ZG,Botswana,BWA,5.89245991324916,5.02038651534101,6.78583095846939,9.34827307678739,4.79816859731342
Broad money growth (annual %),FM.LBL.BMNY.ZG,Brazil,BRA,17.0242715916522,12.2592082545636,12.749851574354,14.6913349187946,13.7050157781022
Broad money growth (annual %),FM.LBL.BMNY.ZG,Bulgaria,BGR,10.8841648659458,10.6987148417859,13.195097164808,8.69825982967888,8.73744155611785
Broad money growth (annual %),FM.LBL.BMNY.ZG,Burkina Faso,BFA,17.8188029823361,16.8623216574748,2.35938172904218,-2.88383144359408,6.84766703557504
Broad money growth (annual %),FM.LBL.BMNY.ZG,Cambodia,KHM,15.2872472711995,16.4029214353518,8.19379553392677,12.5425100044602,17.5243345417279
Broad money growth (annual %),FM.LBL.BMNY.ZG,Chile,CHL,14.065633467554,19.2852459032946,3.79180342377034,2.612362094973,-2.12013466218369
Broad money growth (annual %),FM.LBL.BMNY.ZG,Costa Rica,CRI,17.7769648530842,8.76885327082765,-2.35512487440564,4.9731923970235,11.1608750780899
Broad money growth (annual %),FM.LBL.BMNY.ZG,Cote d'Ivoire,CIV,21.1007351049792,18.7449777034031,8.98298280676062,3.32639551187775,13.6134724906049
Broad money growth (annual %),FM.LBL.BMNY.ZG,Denmark,DNK,9.83954459835281,-1.04652285023299,9.82498632297056,4.8138565827062,1.41199738087997
Broad money growth (annual %),FM.LBL.BMNY.ZG,Dominican Republic,DOM,21.7508363792943,13.7042096284029,5.56820715991669,14.482607305691,11.2850988808036
Broad money growth (annual %),FM.LBL.BMNY.ZG,El Salvador,SLV,8.87235395107724,2.25799085747399,4.6496099734149,8.88359392512043,3.31056266974964
Broad money growth (annual %),FM.LBL.BMNY.ZG,Georgia,GEO,24.6080157505345,11.4110987014637,11.0371862631102,14.9283244195139,14.4902039847143
Broad money growth (annual %),FM.LBL.BMNY.ZG,Guatemala,GTM,18.0658483465903,8.02431661031368,7.008374832993,6.05939459972491,8.2123659538628
Broad money growth (annual %),FM.LBL.BMNY.ZG,Iceland,ISL,7.36536446591488,10.8672085465442,8.86771419409841,8.32048338318917,11.6865879655103
Broad money growth (annual %),FM.LBL.BMNY.ZG,Jordan,JOR,5.73527582553463,7.03569292231946,5.37842889123464,2.08648850573889,6.09455816362011
Broad money growth (annual %),FM.LBL.BMNY.ZG,Kazakhstan,KAZ,16.8638143050986,20.7944085922016,13.9427338944718,11.6795618517392,19.2118258063417
Broad money growth (annual %),FM.LBL.BMNY.ZG,"Korea, Rep.",KOR,9.82376218361547,12.9335375506965,4.00000977288601,3.8932411347225,6.55140863593743
Broad money growth (annual %),FM.LBL.BMNY.ZG,Malaysia,MYS,4.59324770584525,5.55903409397078,3.99701491521236,5.83145874962702,3.27564908161625
Broad money growth (annual %),FM.LBL.BMNY.ZG,Mauritius,MUS,16.8810646905944,8.84810654987261,5.25662705352603,7.26565641246502,12.6631359672791
Broad money growth (annual %),FM.LBL.BMNY.ZG,Mexico,MEX,13.4400142059953,9.50768951064234,7.32427911846193,11.0177381844607,13.8172874602568
Broad money growth (annual %),FM.LBL.BMNY.ZG,Moldova,MDA,19.6554901860289,11.2814947779343,5.27126725973233,18.3157125906104,13.7338877091306
Broad money growth (annual %),FM.LBL.BMNY.ZG,Morocco,MAR,8.36179141868821,5.09394192746299,8.01359504265407,3.91375528110208,8.00403772257982
Broad money growth (annual %),FM.LBL.BMNY.ZG,New Zealand,NZL,12.1779427157231,7.05943403469145,1.8325450583825,3.56339694999693,4.1348258816056
Broad money growth (annual %),FM.LBL.BMNY.ZG,Norway,NOR,12.158774076833,10.5019184861607,5.54670209272964,0.433080320796381,3.44876298069181
Broad money growth (annual %),FM.LBL.BMNY.ZG,Paraguay,PRY,19.2223570247061,8.308153991536,4.12245860148309,8.70633273962142,10.9370393827122
Broad money growth (annual %),FM.LBL.BMNY.ZG,Poland,POL,16.4293093435368,8.91363801981589,5.24723702348228,8.53585796595824,9.24118159464556
Broad money growth (annual %),FM.LBL.BMNY.ZG,Rwanda,RWA,21.4279673585105,18.2715266588691,22.9141984849565,24.7623627315429,18.7637891605617
Broad money growth (annual %),FM.LBL.BMNY.ZG,Senegal,SEN,12.3385377863321,15.340598354988,21.5700223985475,9.60913886739405,3.85503346352583
Broad money growth (annual %),FM.LBL.BMNY.ZG,South Africa,ZAF,9.42732646118054,5.70998519867421,8.63772594295266,7.59374277685431,6.70914778555201
Broad money growth (annual %),FM.LBL.BMNY.ZG,Sweden,SWE,18.1336662046918,10.4475315520707,2.87099561636584,-1.2815143580151,0.301081472545606
Broad money growth (annual %),FM.LBL.BMNY.ZG,Thailand,THA,10.159916138524,4.80510932600992,3.87577190401605,1.95048091318844,3.37137348349013
Broad money growth (annual %),FM.LBL.BMNY.ZG,Togo,TGO,11.5850928864143,12.2797760765898,15.3624655849792,6.67641434676608,8.65532235843912
Broad money growth (annual %),FM.LBL.BMNY.ZG,Tonga,TON,17.4805288891808,16.1189729727304,3.60913122262904,1.99100324919598,7.98532028976555
Broad money growth (annual %),FM.LBL.BMNY.ZG,Uganda,UGA,17.1323242180716,5.03542937653591,7.50270902859625,10.6648539317608,6.67709941840918
Broad money growth (annual %),FM.LBL.BMNY.ZG,Ukraine,UKR,28.6236079216128,11.9648544109257,20.7720424103957,23.007631520217,13.3625871185497
Broad money growth (annual %),FM.LBL.BMNY.ZG,United Arab Emirates,ARE,4.63080770411969,5.70929259769499,8.99537755314214,18.7400983197593,14.5683423583929
Broad money growth (annual %),FM.LBL.BMNY.ZG,United Kingdom,GBR,9.7064401774406,9.73272949147508,8.60749957375268,-2.63048241290666,2.56374043540393
Broad money growth (annual %),FM.LBL.BMNY.ZG,United States,USA,17.1995063481486,16.8566833650737,-0.842802579864598,1.77639499168722,5.38685537004172
Broad money growth (annual %),FM.LBL.BMNY.ZG,Uzbekistan,UZB,17.7006473999362,29.6776167679218,30.174954487344,12.1643927892729,30.6377532137657
